"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2019,47.1946190200767,42.9949778560454,8.89855930873137,30.4907357700309,13.0541513160867
