"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2016,45.3343136527088,41.9064591003126,7.56128035522024,28.2301333703807,10.3097456389422
