"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2014,45.1741245689449,42.0427485451889,6.93179127129915,29.681496707515,6.09582385717229
