"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2018,46.4940777687143,42.2485707151637,9.13128565463762,29.4249966324573,11.9674914691612
