"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2013,45.5419358826585,42.6301423200844,6.39365346716165,29.0099463538547,5.07270039873505
