"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2012,46.2603312055677,43.0824029174496,6.86966177132695,30.6709973968325,6.43986706830128
