"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2011,46.0385425975186,42.9332977673993,6.74488082141579,30.3684164187736,5.92167445869884
