"","Año","Tasa.Actividad","Tasa.Empleo","Tasa.Desempleo","Tasa.Informalidad","Tasa.Subocupados"
"1",2017,46.3939482780462,43.04397270934,7.22071669483549,29.088539465663,10.1821492232144
